clade_name	clade_taxid	SRR6784512_metaphlan	SRR6784531_metaphlan	SRR6784521_metaphlan	SRR6784526_metaphlan	SRR6784543_metaphlan	SRR6784517_metaphlan	SRR6784513_metaphlan	SRR6784414_metaphlan	SRR6784516_metaphlan	SRR6784403_metaphlan	SRR6784577_metaphlan	SRR6784570_metaphlan	SRR6784534_metaphlan	SRR6784595_metaphlan	SRR6784528_metaphlan	SRR6784585_metaphlan	SRR6784560_metaphlan	SRR6784561_metaphlan	SRR6784540_metaphlan	SRR6784520_metaphlan	SRR6784598_metaphlan	SRR6784574_metaphlan	SRR6784525_metaphlan	SRR6784535_metaphlan	SRR6784527_metaphlan	SRR6784553_metaphlan	SRR6784583_metaphlan	SRR6784589_metaphlan	SRR6784569_metaphlan	SRR6784510_metaphlan	SRR6784537_metaphlan	SRR6784523_metaphlan	SRR6784536_metaphlan	SRR6784566_metaphlan	SRR6784405_metaphlan	SRR6784410_metaphlan	SRR6784556_metaphlan	SRR6784576_metaphlan	SRR6784571_metaphlan	SRR6784575_metaphlan	SRR6784573_metaphlan	SRR6784578_metaphlan	SRR6784511_metaphlan	SRR6784411_metaphlan	SRR6784406_metaphlan	SRR6784544_metaphlan	SRR6784596_metaphlan	SRR6784591_metaphlan	SRR6784550_metaphlan	SRR6784552_metaphlan	SRR6784529_metaphlan	SRR6784597_metaphlan	SRR6784563_metaphlan	SRR6784514_metaphlan	SRR6784592_metaphlan	SRR6784413_metaphlan	SRR6784594_metaphlan	SRR6784568_metaphlan	SRR6784587_metaphlan	SRR6784586_metaphlan	SRR6784593_metaphlan	SRR6784567_metaphlan	SRR6784519_metaphlan	SRR6784524_metaphlan	SRR6784590_metaphlan	SRR6784515_metaphlan	SRR6784546_metaphlan	SRR6784565_metaphlan	SRR6784539_metaphlan	SRR6784582_metaphlan	SRR6784584_metaphlan	SRR6784564_metaphlan	SRR6784532_metaphlan	SRR6784580_metaphlan	SRR6784555_metaphlan	SRR6784549_metaphlan	SRR6784412_metaphlan	SRR6784542_metaphlan	SRR6784409_metaphlan	SRR6784557_metaphlan	SRR6784538_metaphlan	SRR6784562_metaphlan	SRR6784554_metaphlan	SRR6784408_metaphlan	SRR6784522_metaphlan	SRR6784559_metaphlan	SRR6784547_metaphlan	SRR6784572_metaphlan	SRR6784588_metaphlan	SRR6784581_metaphlan	SRR6784530_metaphlan	SRR6784545_metaphlan	SRR6784404_metaphlan	SRR6784558_metaphlan	SRR6784579_metaphlan	SRR6784518_metaphlan	SRR6784533_metaphlan	SRR6784548_metaphlan	SRR6784551_metaphlan	SRR6784541_metaphlan
k__Bacteria|p__Actinobacteria	2|201174	270966.0	27030.0	70700.0	113378.0	54016.0	355743.0	49753.0	64024.0	13650.0	10423.0	237354.0	172784.0	51524.0	34535.0	68003.0	39506.0	767366.0	191987.0	111326.0	23696.0	26281.0	187180.0	98645.0	74371.0	75920.0	2723509.0	148136.0	51504.0	43814.0	612377.0	233790.0	6558.0	27338.0	360356.0	639457.0	16117.0	170943.0	915038.0	44329.0	35613.0	161349.0	883041.0	18273.0	52363.0	218530.0	87215.0	83603.0	1695058.0	23410.0	23456.0	381491.0	16718.0	17810.0	13612.0	93292.0	86461.0	30902.0	1554895.0	68618.0	534126.0	8146.0	44430.0	2713.0	104890.0	89246.0	11434.0	127499.0	168084.0	1179036.0	112579.0	56828.0	83488.0	80710.0	26613.0	1120927.0	246742.0	15486.0	42.0	135671.0	534600.0	218805.0	64452.0	96219.0	53549.0	173574.0	29201.0	21512.0	3565.0	239221.0	92826.0	88633.0	9036.0	59258.0	204385.0	72534.0	71288.0	136920.0	339730.0	81669.0	148622.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	17766.0	0	0	12876.0	5509.0	236293.0	16396.0	0	2783.0	0	173069.0	15011.0	7223.0	533.0	39770.0	0	83433.0	83272.0	67365.0	8260.0	0	129212.0	31201.0	36985.0	53089.0	139457.0	934.0	20921.0	0	480613.0	2352.0	0	0	108581.0	270493.0	11527.0	3631.0	113450.0	0	32963.0	38889.0	177078.0	0	6144.0	67221.0	17648.0	0	963702.0	0	1973.0	303351.0	0	0	0	54603.0	2761.0	18758.0	976134.0	9875.0	467767.0	2975.0	0	1342.0	6733.0	0	4934.0	6695.0	480.0	61739.0	64176.0	12729.0	46820.0	4549.0	0	1097915.0	217015.0	7405.0	42.0	24725.0	160321.0	34331.0	29723.0	92249.0	20652.0	140404.0	8469.0	0	3565.0	148424.0	9171.0	15145.0	0	0	168585.0	33325.0	38316.0	989.0	59084.0	0	71576.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	334.0	0	0	0	0	0	0	0	0	0	1224.0	0	0	0	0	0	0	0	0	0	0	2383.0	0	467.0	0	17879.0	0	0	0	0	0	0	0	24879.0	4532.0	0	0	3416.0	0	0	312.0	7462.0	0	0	0	0	0	2042.0	0	407.0	0	0	0	0	0	0	0	3866.0	0	0	0	0	0	3550.0	0	0	0	480.0	8538.0	0	0	0	0	0	98.0	0	0	0	0	2367.0	495.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	334.0	0	0	0	0	0	0	0	0	0	1224.0	0	0	0	0	0	0	0	0	0	0	2383.0	0	467.0	0	17879.0	0	0	0	0	0	0	0	24879.0	4532.0	0	0	3416.0	0	0	312.0	7462.0	0	0	0	0	0	2042.0	0	407.0	0	0	0	0	0	0	0	3866.0	0	0	0	0	0	3550.0	0	0	0	480.0	8538.0	0	0	0	0	0	98.0	0	0	0	0	2367.0	495.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654	334.0	0	0	0	0	0	0	0	0	0	1224.0	0	0	0	0	0	0	0	0	0	0	2383.0	0	0	0	17879.0	0	0	0	0	0	0	0	20719.0	4455.0	0	0	3416.0	0	0	0	7462.0	0	0	0	0	0	1977.0	0	0	0	0	0	0	0	0	0	3866.0	0	0	0	0	0	1232.0	0	0	0	480.0	6951.0	0	0	0	0	0	0	0	0	0	0	2185.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17154	2|201174|1760|2037|2049|1654|	0	0	0	0	0	0	0	0	0	0	1224.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1255.0	0	0	0	0	0	0	0	17852.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1977.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17154|t__SGB17154	2|201174|1760|2037|2049|1654||	0	0	0	0	0	0	0	0	0	0	1224.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1255.0	0	0	0	0	0	0	0	17852.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1977.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17168	2|201174|1760|2037|2049|1654|	334.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402.0	0	0	0	12072.0	0	0	0	0	0	0	0	762.0	213.0	0	0	0	0	0	0	619.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3866.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2185.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17168|t__SGB17168	2|201174|1760|2037|2049|1654||	334.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402.0	0	0	0	12072.0	0	0	0	0	0	0	0	762.0	213.0	0	0	0	0	0	0	619.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3866.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2185.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_bouchesdurhonensis	2|201174|1760|2037|2049|1654|1852361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4242.0	0	0	0	0	0	0	1919.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_bouchesdurhonensis|t__SGB17152	2|201174|1760|2037|2049|1654|1852361|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4242.0	0	0	0	0	0	0	1919.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	2|201174|1760|2037|2049|1654|55565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.0	0	0	0	0	0	0	0	1464.0	0	0	0	3416.0	0	0	0	591.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851.0	0	0	0	0	6951.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__SGB17130	2|201174|1760|2037|2049|1654|55565|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.0	0	0	0	0	0	0	0	1464.0	0	0	0	3416.0	0	0	0	591.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851.0	0	0	0	0	6951.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	2|201174|1760|2037|2049|1654|544580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris|t__SGB15878	2|201174|1760|2037|2049|1654|544580|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	2|201174|1760|2037|2049|1654|936548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545.0	0	0	0	2848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4333.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47|t__SGB17167	2|201174|1760|2037|2049|1654|936548|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545.0	0	0	0	2848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4333.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM58	2|201174|1760|2037|2049|1654|1105030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436.0	0	0	0	1303.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM58|t__SGB17169	2|201174|1760|2037|2049|1654|1105030|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436.0	0	0	0	1303.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3	2|201174|1760|2037|2049|1654|1284680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3|t__SGB17132_group	2|201174|1760|2037|2049|1654|1284680|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia	2|201174|1760|2037|2049|2529408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_turicensis	2|201174|1760|2037|2049|2529408|131111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_turicensis|t__SGB17195	2|201174|1760|2037|2049|2529408|131111|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella	2|201174|1760|2037|2049|1069494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467.0	0	0	0	0	0	0	0	0	0	4160.0	0	0	0	0	0	0	312.0	0	0	0	0	0	0	65.0	0	407.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2318.0	0	0	0	0	1587.0	0	0	0	0	0	98.0	0	0	0	0	182.0	495.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella|s__Trueperella_pyogenes	2|201174|1760|2037|2049|1069494|1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467.0	0	0	0	0	0	0	0	0	0	4160.0	0	0	0	0	0	0	312.0	0	0	0	0	0	0	65.0	0	407.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2318.0	0	0	0	0	1587.0	0	0	0	0	0	98.0	0	0	0	0	182.0	495.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella|s__Trueperella_pyogenes|t__SGB17137	2|201174|1760|2037|2049|1069494|1661|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467.0	0	0	0	0	0	0	0	0	0	4160.0	0	0	0	0	0	0	312.0	0	0	0	0	0	0	65.0	0	407.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2318.0	0	0	0	0	1587.0	0	0	0	0	0	98.0	0	0	0	0	182.0	495.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	16414.0	0	0	12876.0	5509.0	232477.0	16396.0	0	2783.0	0	171845.0	15011.0	7223.0	533.0	39432.0	0	83433.0	82916.0	67365.0	8260.0	0	126829.0	31201.0	34158.0	53089.0	102600.0	934.0	20921.0	0	480613.0	0	0	0	75018.0	264655.0	11527.0	809.0	110034.0	0	32963.0	38577.0	169616.0	0	6144.0	66075.0	17648.0	0	960561.0	0	1566.0	303267.0	0	0	0	54603.0	2761.0	18758.0	969822.0	9875.0	465686.0	2975.0	0	1342.0	0	0	4934.0	6695.0	0	33991.0	60857.0	10341.0	46820.0	0	0	0	216166.0	616.0	42.0	24725.0	135350.0	33563.0	29723.0	92249.0	20652.0	140404.0	8469.0	0	1053.0	148424.0	9171.0	0	0	0	168585.0	33325.0	37275.0	0	59084.0	0	69805.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	16414.0	0	0	12876.0	5509.0	232477.0	16396.0	0	2783.0	0	171845.0	15011.0	7223.0	533.0	39432.0	0	83433.0	82916.0	67365.0	8260.0	0	126829.0	31201.0	34158.0	53089.0	102600.0	934.0	20921.0	0	480613.0	0	0	0	75018.0	264655.0	11527.0	809.0	110034.0	0	32963.0	38577.0	169616.0	0	6144.0	66075.0	17648.0	0	960561.0	0	1566.0	303267.0	0	0	0	54603.0	2761.0	18758.0	969822.0	9875.0	465686.0	2975.0	0	1342.0	0	0	4934.0	6695.0	0	33991.0	60857.0	10341.0	46820.0	0	0	0	216166.0	616.0	42.0	24725.0	135350.0	33563.0	29723.0	92249.0	20652.0	140404.0	8469.0	0	1053.0	148424.0	9171.0	0	0	0	168585.0	33325.0	37275.0	0	59084.0	0	69805.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia	2|201174|1760|85004|31953|419014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5062.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	2|201174|1760|85004|31953|419014|419015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5062.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens|t__SGB17300	2|201174|1760|85004|31953|419014|419015|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5062.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	16414.0	0	0	12876.0	5509.0	231999.0	16396.0	0	2783.0	0	171845.0	15011.0	7223.0	533.0	39432.0	0	83433.0	82916.0	67365.0	8260.0	0	126829.0	31201.0	34158.0	53089.0	102600.0	934.0	20921.0	0	480613.0	0	0	0	69956.0	264655.0	11527.0	809.0	110034.0	0	32963.0	38577.0	169616.0	0	6144.0	66075.0	17648.0	0	960561.0	0	1566.0	303267.0	0	0	0	54603.0	2761.0	18758.0	969822.0	9875.0	465686.0	2975.0	0	1342.0	0	0	4934.0	6695.0	0	32655.0	60857.0	10341.0	46820.0	0	0	0	216166.0	616.0	42.0	24725.0	135350.0	33525.0	27479.0	92249.0	20652.0	140404.0	8469.0	0	1053.0	148424.0	9171.0	0	0	0	168585.0	33325.0	37275.0	0	59084.0	0	69805.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0	0	0	5509.0	729.0	0	0	2634.0	0	0	0	6615.0	362.0	0	0	0	82916.0	0	0	0	0	0	0	50788.0	7483.0	0	0	0	0	0	0	0	13367.0	7078.0	0	809.0	1161.0	0	0	0	32218.0	0	0	4091.0	0	0	281134.0	0	0	141612.0	0	0	0	0	0	18758.0	823982.0	45.0	353716.0	0	0	0	0	0	1740.0	0	0	0	0	0	0	0	0	0	95798.0	0	0	23615.0	651.0	0	0	76995.0	8246.0	2385.0	0	0	0	0	0	0	0	0	163026.0	383.0	0	0	8242.0	0	69805.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244	2|201174|1760|85004|31953|1678|1680|	0	0	0	0	5509.0	729.0	0	0	2634.0	0	0	0	6615.0	362.0	0	0	0	82916.0	0	0	0	0	0	0	50788.0	7483.0	0	0	0	0	0	0	0	13367.0	7078.0	0	809.0	1161.0	0	0	0	32218.0	0	0	4091.0	0	0	281134.0	0	0	141612.0	0	0	0	0	0	18758.0	823982.0	45.0	353716.0	0	0	0	0	0	1740.0	0	0	0	0	0	0	0	0	0	95798.0	0	0	23615.0	651.0	0	0	76995.0	8246.0	2385.0	0	0	0	0	0	0	0	0	163026.0	383.0	0	0	8242.0	0	69805.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	2|201174|1760|85004|31953|1678|1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30471.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum|t__SGB17231	2|201174|1760|85004|31953|1678|1683|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30471.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
